Tennessee               46.04    53.76     0.20
Texas                   48.10    51.77     0.13
Utah                    45.86    53.58     0.56
Vermont                 32.87    66.87     0.26
Virginia                45.90    53.91     0.19
Washington              31.30    67.06     1.64
West Virginia           41.04    58.43     0.53
Wisconsin               44.28    53.52     2.20
Wyoming                 35.37    63.68     0.95
Alabama                 84.74    14.13     1.13
Arizona                 67.03    30.53     2.44
Arkansas                85.96    12.91     1.13
California              58.39    37.39     4.22
Colorado                54.81    41.43     3.76
Connecticut             47.40    48.54     4.06
Delaware                48.11    50.55     1.34
Florida                 74.68    25.04     0.28
Georgia                 91.60     7.77     0.63
Idaho                   58.66    38.27     3.07
Illinois                55.23    42.04     2.73
Indiana                 54.67    42.94     2.39
Iowa                    57.69    39.98     2.33
Kansas                  53.56    44.13     2.31
Kentucky                59.06    40.15     0.79
Louisiana               92.79     7.01     0.20
Maine                   43.19    55.83     0.98
Maryland                61.50    36.04     2.46
Massachusetts           50.64    46.64     2.72
Michigan                52.36    44.44     3.20
Minnesota               59.91    36.29     3.80
Mississippi             95.98     3.55     0.47
Missouri                63.69    35.08     1.23
Montana                 58.80    36.07     5.13
Nebraska                62.98    35.29     1.73
Nevada                  69.41    30.59     0.00
New Hampshire           48.99    50.42     0.59
New Jersey              49.49    47.59     2.92
New Mexico              62.72    35.76     1.52
New York                54.07    41.33     4.60
North Carolina          69.93    29.28     0.79
North Dakota            69.59    28.00     2.41
Ohio                    49.88    47.03     3.09
Oklahoma                73.30    26.70     0.00
Oregon                  57.99    36.88     5.13
Pennsylvania            45.33    50.84     3.83
Rhode Island            55.08    43.31     1.61
South Carolina          98.03     1.89     0.08
South Dakota            63.62    34.40     1.98
U. S.                   57.41    39.65     2.94
Tennessee               66.49    32.48     1.03
Texas                   88.06    11.35     0.59
Utah                    56.52    41.05     2.43
Vermont                 41.08    57.66     1.26
Virginia                68.46    30.09     1.45
Washington              57.46    33.94     8.60
West Virginia           54.47    44.47     1.06
Wisconsin               63.46    31.19     5.35
Wyoming                 56.07    40.82     3.11
Alabama                 86.38    12.82     0.80
Arizona                 69.85    26.93     3.22
Arkansas                81.80    17.86     0.34
California              66.95    31.70     1.35
Colorado                60.37    37.09     2.54
Connecticut             55.32    40.35     4.33
Delaware                54.62    44.85     0.53
Florida                 76.10    23.90     0.00
Georgia                 87.10    12.60     0.30
Idaho                   62.96    33.19     3.85
Illinois                57.70    39.69     2.61
Indiana                 56.63    41.89     1.48
Iowa                    54.41    42.70     2.89
Kansas                  53.67    45.95     0.38
Kentucky                58.51    39.92     1.57
Louisiana               88.82    11.16     0.02
Maine                   41.52    55.49     2.99
Maryland                62.35    37.04     0.61
Massachusetts           51.22    41.76     7.02
Michigan                56.33    38.76     4.91
Minnesota               61.84    31.01     7.15
Mississippi             97.06     2.74     0.20
Missouri                60.76    38.16     1.08
Montana                 69.28    27.59     3.13
Nebraska                57.14    40.74     2.12
Nevada                  72.81    27.19     0.00
New Hampshire           49.73    47.98     2.29
New Jersey              59.54    39.57     0.89
New Mexico              62.69    36.50     0.81
New York                58.85    38.97     2.18
North Carolina          73.40    26.60     0.00
North Dakota            59.60    26.58    13.82
Ohio                    57.99    37.44     4.57
Oklahoma                66.83    32.69     0.48
Oregon                  64.42    29.64     5.94
Pennsylvania            56.88    40.84     2.28
Rhode Island            53.10    40.18     6.72
South Carolina          98.57     1.43     0.00
South Dakota            54.02    42.49     3.49
U. S.                   60.80    36.54     2.66
Tennessee               68.85    30.75     0.40
Texas                   87.08    12.31     0.61
Utah                    69.34    29.79     0.87
Vermont                 43.24    56.39     0.37
Virginia                70.23    29.39     0.38
Washington              66.38    29.88     3.74
West Virginia           60.56    39.20     0.24
Wisconsin               63.80    30.26     5.94
Wyoming                 60.58    37.47     1.95
Alabama                 85.22    14.34     0.44
Arizona                 63.49    36.01     0.50
Arkansas                79.02    20.98     0.00
California              57.44    41.34     1.22
Colorado                48.37    50.92     0.71
Connecticut             53.44    46.30     0.26
Delaware                54.70    45.05     0.25
Florida                 74.01    25.99     0.00
Georgia                 84.85    14.83     0.32
Idaho                   54.36    45.31     0.33
Illinois                50.97    48.54     0.49
Indiana                 49.03    50.45     0.52
Iowa                    47.62    52.03     0.35
Kansas                  42.40    56.86     0.74
Kentucky                57.44    42.30     0.26
Louisiana               85.88    14.09     0.03
Maine                   48.77    51.10     0.13
Maryland                58.25    40.83     0.92
Massachusetts           53.11    46.36     0.53
Michigan                49.52    49.85     0.63
Minnesota               51.49    47.66     0.85
Mississippi             95.70     4.19     0.11
Missouri                52.27    47.50     0.23
Montana                 58.78    40.17     1.05
Nebraska                42.81    57.19     0.00
Nevada                  60.08    39.92     0.00
New Hampshire           53.22    46.78     0.00
New Jersey              51.48    47.86     0.66
New Mexico              56.59    43.28     0.13
New York                51.60    48.04     0.36
North Carolina          74.03    25.97     0.00
North Dakota            44.18    55.06     0.76
Ohio                    52.20    47.80     0.00
Oklahoma                57.41    42.23     0.36
Oregon                  53.70    45.62     0.68
Pennsylvania            53.23    46.33     0.44
Rhode Island            56.73    43.17     0.10
South Carolina          95.63     4.37     0.00
South Dakota            42.59    57.41     0.00
U. S.                   54.74    44.78     0.48
Tennessee               67.25    32.35     0.40
Texas                   80.92    18.91     0.17
Utah                    62.25    37.59     0.16
Vermont                 44.92    54.78     0.30
Virginia                68.08    31.55     0.37
Washington              58.22    40.58     1.20
West Virginia           57.10    42.90     0.00
Wisconsin               50.15    48.32     1.53
Wyoming                 52.82    46.89     0.29
Alabama                 81.28    18.20     0.52
Arizona                 58.80    40.90     0.30
Arkansas                69.95    29.84     0.21
California              56.48    42.97     0.55
Colorado                46.40    53.21     0.39
Connecticut             52.30    46.94     0.76
Delaware                54.38    45.27     0.35
Florida                 70.32    29.68     0.00
Georgia                 81.74    18.25     0.01
Idaho                   51.55    48.07     0.38
Illinois                51.52    48.05     0.43
Indiana                 46.73    52.38     0.89
Iowa                    47.49    51.99     0.52
Kansas                  39.18    60.25     0.57
Kentucky                54.45    45.22     0.33
Louisiana               80.59    19.39     0.02
Maine                   47.45    52.44     0.11
Maryland                51.85    48.15     0.00
Massachusetts           52.80    46.99     0.21
Michigan                50.19    49.18     0.63
Minnesota               52.41    46.86     0.73
Mississippi             93.56     6.44     0.00
Missouri                51.37    48.43     0.20
Montana                 54.28    44.93     0.79
Nebraska                41.42    58.58     0.00
Nevada                  54.62    45.38     0.00
New Hampshire           52.11    47.87     0.02
New Jersey              50.31    48.95     0.74
New Mexico              53.47    46.44     0.09
New York                52.31    47.30     0.39
North Carolina          66.71    33.29     0.00
North Dakota            45.48    53.84     0.68
Ohio                    49.82    50.18     0.00
Oklahoma                55.57    44.20     0.23
Oregon                  51.78    46.94     1.28
Pennsylvania            51.14    48.36     0.50
Rhode Island            58.59    41.26     0.15
South Carolina          87.64     4.46     7.90
South Dakota            41.67    58.33     0.00
Tennessee               60.45    39.22     0.33
Texas                   71.42    16.64    11.94
U. S.                   53.39    45.89     0.72
Utah                    60.44    39.42     0.14
Vermont                 42.93    57.06     0.01
Virginia                62.36    37.39     0.25
Washington              56.84    42.24     0.92
West Virginia           54.89    45.11     0.00
Wisconsin               48.57    50.37     1.06
Wyoming                 48.77    51.23     0.00
Alabama                  0.00    19.04    80.96
Arizona                 53.79    43.82     2.39
Arkansas                61.72    21.02    17.26
California              47.57    47.13     5.30
Colorado                51.88    46.52     1.60
Connecticut             47.91    49.55     2.54
Delaware                48.76    50.04     1.20
Florida                 48.82    33.63    17.55
Georgia                 60.81    18.31    20.88
Idaho                   49.98    47.26     2.76
Illinois                50.07    49.22     0.71
Indiana                 48.78    49.58     1.64
Iowa                    50.31    47.58     2.11
Kansas                  44.61    53.63     1.76
Kentucky                56.74    41.48     1.78
Louisiana               32.75    17.45    49.80
Maine                   42.27    56.74     0.99
Maryland                48.01    49.40     2.59
Massachusetts           54.66    43.16     2.18
Michigan                47.57    49.23     3.20
Minnesota               57.16    39.89     2.95
Mississippi             10.09     2.62    87.29
Missouri                58.11    41.49     0.40
Montana                 53.09    43.15     3.76
Nebraska                45.85    54.15     0.00
Nevada                  50.37    47.26     2.37
New Hampshire           46.66    52.41     0.93
New Jersey              45.93    50.33     3.74
New Mexico              56.38    42.93     0.69
New York                45.01    45.99     9.00
North Carolina          58.02    32.68     9.30
North Dakota            43.41    52.17     4.42
Ohio                    49.48    49.24     1.28
Oklahoma                62.75    37.25     0.00
Oregon                  46.40    49.78     3.82
Pennsylvania            46.92    50.93     2.15
Rhode Island            57.59    41.44     0.97
South Carolina          24.14     3.78    72.08
South Dakota            47.04    51.84     1.12
U. S.                   49.55    45.07     5.38
Tennessee               49.14    36.87    13.99
Texas                   65.96    24.29     9.75
Utah                    53.98    45.02     1.00
Vermont                 36.92    61.54     1.54
Virginia                47.89    41.04    11.07
Washington              52.61    42.68     4.71
West Virginia           57.32    42.24     0.44
Wisconsin               50.70    46.28     3.02
Wyoming                 51.62    47.27     1.11
Alabama                 64.55    35.02     0.43
Arizona                 41.65    58.35     0.00
Arkansas                55.90    43.76     0.34
California              42.27    56.83     0.90
Colorado                38.96    60.27     0.77
Connecticut             43.91    55.70     0.39
Delaware                47.88    51.75     0.37
Florida                 44.97    54.99     0.04
Georgia                 69.66    30.34     0.00
Idaho                   34.42    65.42     0.16
Illinois                44.94    54.84     0.22
Indiana                 40.99    58.11     0.90
Iowa                    35.59    63.75     0.66
Kansas                  30.50    68.77     0.73
Kentucky                49.91    49.84     0.25
Louisiana               52.92    47.08     0.00
Maine                   33.77    66.05     0.18
Maryland                43.83    55.36     0.81
Massachusetts           45.46    54.22     0.32
Michigan                43.97    55.44     0.59
Minnesota               44.11    55.33     0.56
Mississippi             60.44    39.56     0.00
Missouri                49.14    50.71     0.15
Montana                 40.07    59.39     0.54
Nebraska                30.85    69.15     0.00
Nevada                  38.55    61.45     0.00
New Hampshire           39.08    60.92     0.00
New Jersey              41.99    56.81     1.20
New Mexico              44.28    55.39     0.33
New York                43.55    55.45     1.00
North Carolina          53.91    46.09     0.00
North Dakota            28.39    70.97     0.64
Ohio                    43.24    56.76     0.00
Oklahoma                45.41    54.59     0.00
Oregon                  38.93    60.54     0.53
Pennsylvania            46.85    52.74     0.41
Rhode Island            49.05    50.89     0.06
South Carolina          50.72    49.28     0.00
South Dakota            30.73    69.27     0.00
U. S.                   44.33    55.18     0.49
Tennessee               49.71    49.99     0.30
Texas                   46.69    53.13     0.18
Utah                    41.07    58.93     0.00
Vermont                 28.23    71.45     0.32
Virginia                43.36    56.32     0.32
Washington              44.69    54.33     0.98
West Virginia           51.92    48.08     0.00
Wisconsin               38.71    60.95     0.34
Wyoming                 37.09    62.71     0.20
Alabama                 56.52    39.39     4.09
Arizona                 38.90    60.99     0.11
Arkansas                52.46    45.82     1.72
California              44.27    55.39     0.34
Colorado                39.81    59.49     0.70
Connecticut             36.26    63.72     0.02
Delaware                44.62    55.09     0.29
Florida                 42.73    57.27     0.00
Georgia                 66.48    32.65     0.87
Idaho                   38.78    61.17     0.05
Illinois                40.29    59.52     0.19
Indiana                 39.70    59.90     0.40
Iowa                    40.65    59.06     0.29
Kansas                  34.21    65.44     0.35
Kentucky                45.21    54.30     0.49
Louisiana               39.51    53.28     7.21
Maine                   29.13    70.87     0.00
Maryland                39.96    60.04     0.00
Massachusetts           40.37    59.32     0.31
Michigan                44.15    55.63     0.22
Minnesota               46.08    53.68     0.24
Mississippi             58.23    24.46    17.31
Missouri                50.11    49.89     0.00
Montana                 42.87    57.13     0.00
Nebraska                34.49    65.51     0.00
Nevada                  42.03    57.97     0.00
New Hampshire           33.84    66.11     0.05
New Jersey              34.23    64.68     1.09
New Mexico              41.78    57.81     0.41
New York                38.78    61.19     0.03
North Carolina          50.66    49.34     0.00
North Dakota            38.09    61.72     0.19
Ohio                    38.89    61.11     0.00
Oklahoma                44.87    55.13     0.00
Oregon                  44.75    55.25     0.00
Pennsylvania            43.30    56.49     0.21
Rhode Island            41.74    58.26     0.00
South Carolina          45.37    25.18    29.45
South Dakota            41.61    58.39     0.00
U. S.                   41.97    57.37     0.66
Tennessee               48.60    49.21     2.19
Texas                   43.98    55.26     0.76
Utah                    35.44    64.56     0.00
Vermont                 27.81    72.16     0.03
Virginia                38.36    55.37     6.27
Washington              45.44    53.91     0.65
West Virginia           45.92    54.08     0.00
Wisconsin               37.84    61.58     0.58
Wyoming                 39.92    60.08     0.00
Alabama                 56.39    42.16     1.45
Alaska                  49.06    50.94     0.00
Arizona                 44.36    55.52     0.12
Arkansas                50.19    43.06     6.75
California              49.55    50.10     0.35
Colorado                44.91    54.63     0.46
Connecticut             53.73    46.27     0.00
Delaware                50.63    49.00     0.37
Florida                 48.49    51.51     0.00
Georgia                 62.54    37.43     0.03
Hawaii                  50.03    49.97     0.00
Idaho                   46.22    53.78     0.00
Illinois                49.98    49.80     0.22
Indiana                 44.60    55.03     0.37
Iowa                    43.22    56.71     0.07
Kansas                  39.10    60.45     0.45
Kentucky                46.41    53.59     0.00
Louisiana               50.42    28.59    20.99
Maine                   42.95    57.05     0.00
Maryland                53.61    46.39     0.00
Massachusetts           60.22    39.55     0.23
Michigan                50.85    48.84     0.31
Minnesota               50.58    49.16     0.26
Mississippi             36.34    24.67    38.99
Missouri                50.26    49.74     0.00
Montana                 48.60    51.10     0.30
Nebraska                37.93    62.07     0.00
Nevada                  51.16    48.84     0.00
New Hampshire           46.58    53.42     0.00
New Jersey              49.96    49.16     0.88
New Mexico              50.15    49.41     0.44
New York                52.53    47.27     0.20
North Carolina          52.11    47.89     0.00
North Dakota            44.52    55.42     0.06
Ohio                    46.72    53.28     0.00
Oklahoma                40.98    59.02     0.00
Oregon                  47.32    52.56     0.12
Pennsylvania            51.06    48.74     0.20
Rhode Island            63.63    36.37     0.00
South Carolina          51.24    48.76     0.00
South Dakota            41.79    58.21     0.00
U. S.                   49.72    49.55     0.73
Tennessee               45.77    52.92     1.31
Texas                   50.52    48.52     0.96
Utah                    45.17    54.81     0.02
Vermont                 41.35    58.65     0.00
Virginia                46.97    52.44     0.59
Washington              48.27    50.68     1.05
West Virginia           52.73    47.27     0.00
Wisconsin               48.05    51.77     0.18
Wyoming                 44.99    55.01     0.00
Alabama                  0.00    69.45    30.55
Alaska                  65.91    34.09     0.00
Arizona                 49.45    50.45     0.10
Arkansas                56.06    43.41     0.53
California              59.11    40.79     0.10
Colorado                61.27    38.19     0.54
Connecticut             67.81    32.09     0.10
D.C.                    85.50    14.50     0.00
Delaware                60.95    38.78     0.27
Florida                 51.15    48.85     0.00
Georgia                 45.87    54.12     0.01
Hawaii                  78.76    21.24     0.00
Idaho                   50.92    49.08     0.00
Illinois                59.47    40.53     0.00
Indiana                 55.98    43.56     0.46
Iowa                    61.88    37.92     0.20
Kansas                  54.09    45.06     0.85
Kentucky                64.01    35.65     0.34
Louisiana               43.19    56.81     0.00
Maine                   68.84    31.16     0.00
Maryland                65.47    34.53     0.00
Massachusetts           76.19    23.44     0.37
Michigan                66.70    33.10     0.20
Minnesota               63.76    36.00     0.24
Mississippi             12.86    87.14     0.00
Missouri                64.05    35.95     0.00
Montana                 58.95    40.57     0.48
Nebraska                52.61    47.39     0.00
Nevada                  58.58    41.42     0.00
New Hampshire           63.89    36.11     0.00
New Jersey              65.61    33.86     0.53
New Mexico              59.22    40.24     0.54
New York                68.56    31.31     0.13
North Carolina          56.15    43.85     0.00
North Dakota            57.97    41.88     0.15
Ohio                    62.94    37.06     0.00
Oklahoma                55.75    44.25     0.00
Oregon                  63.72    35.96     0.32
Pennsylvania            64.92    34.70     0.38
Rhode Island            80.87    19.13     0.00
South Carolina          41.10    58.89     0.01
South Dakota            55.61    44.39     0.00
U. S.                   61.05    38.47     0.48
Tennessee               55.50    44.49     0.01
Texas                   63.32    36.49     0.19
Utah                    54.86    45.14     0.00
Vermont                 66.30    33.69     0.01
Virginia                53.54    46.18     0.28
Washington              61.97    37.37     0.66
West Virginia           67.94    32.06     0.00
Wisconsin               62.09    37.74     0.17
Wyoming                 56.56    43.44     0.00
Alabama                 18.72    13.99    67.29
Alaska                  42.65    45.28    12.07
Arizona                 35.02    54.78    10.20
Arkansas                30.33    31.01    38.66
California              44.74    47.82     7.44
Colorado                41.32    50.46     8.22
Connecticut             49.48    44.32     6.20
D.C.                    81.82    18.18     0.00
Delaware                41.61    45.12    13.27
Florida                 30.93    40.53    28.54
Georgia                 26.75    30.40    42.85
Hawaii                  59.83    38.70     1.47
Idaho                   30.66    56.79    12.55
Illinois                44.15    47.08     8.77
Indiana                 37.99    50.29    11.72
Iowa                    40.82    53.01     6.17
Kansas                  34.72    54.84    10.44
Kentucky                37.65    43.79    18.56
Louisiana               28.21    23.47    48.32
Maine                   55.30    43.07     1.63
Maryland                43.59    41.94    14.47
Massachusetts           63.01    32.89     4.10
Michigan                48.18    41.46    10.36
Minnesota               54.00    41.46     4.54
Mississippi             23.02    13.52    63.46
Missouri                43.74    44.87    11.39
Montana                 41.59    50.60     7.81
Nebraska                31.81    59.82     8.37
Nevada                  39.29    47.46    13.25
New Hampshire           43.93    52.10     3.97
New Jersey              43.97    46.10     9.93
New Mexico              39.75    51.85     8.40
New York                49.76    44.30     5.94
North Carolina          29.24    39.51    31.25
North Dakota            38.23    55.94     5.83
Ohio                    42.95    45.23    11.82
Oklahoma                31.99    47.68    20.33
Oregon                  43.78    49.83     6.39
Pennsylvania            47.59    44.02     8.39
Rhode Island            64.03    31.78     4.19
South Carolina          29.61    38.09    32.30
South Dakota            41.96    53.27     4.77
U. S.                   42.72    43.42    13.86
Tennessee               28.13    37.85    34.02
Texas                   41.14    39.87    18.99
Utah                    37.07    56.49     6.44
Vermont                 43.53    52.75     3.72
Virginia                32.49    43.36    24.15
Washington              47.23    45.12     7.65
West Virginia           49.60    40.78     9.62
Wisconsin               44.27    47.89     7.84
Wyoming                 35.51    55.76     8.73
Alabama                 25.54    72.43     2.03
Alaska                  34.62    58.13     7.25
Arizona                 30.38    61.64     7.98
Arkansas                30.71    68.82     0.47
California              41.54    55.00     3.46
Colorado                34.59    62.61     2.80
Connecticut             40.13    58.57     1.30
D.C.                    78.10    21.56     0.34
Delaware                39.18    59.60     1.22
Florida                 27.80    71.91     0.29
Georgia                 24.65    75.04     0.31
Hawaii                  37.52    62.48     0.00
Idaho                   26.04    64.24     9.72
Illinois                40.51    59.03     0.46
Indiana                 33.34    66.11     0.55
Iowa                    40.48    57.61     1.91
Kansas                  29.50    67.66     2.84
Kentucky                34.77    63.37     1.86
Louisiana               28.35    65.32     6.33
Maine                   38.48    61.46     0.06
Maryland                37.36    61.26     1.38
Massachusetts           54.20    45.23     0.57
Michigan                41.81    56.20     1.99
Minnesota               46.07    51.58     2.35
Mississippi             19.63    78.20     2.17
Missouri                37.71    62.29     0.00
Montana                 37.85    57.93     4.22
Nebraska                29.50    70.50     0.00
Nevada                  36.32    63.68     0.00
New Hampshire           34.86    63.98     1.16
New Jersey              36.77    61.57     1.66
New Mexico              36.56    61.05     2.39
New York                41.21    58.54     0.25
North Carolina          28.89    69.46     1.65
North Dakota            35.79    62.07     2.14
Ohio                    38.07    59.63     2.30
Oklahoma                24.00    73.70     2.30
Oregon                  42.33    52.45     5.22
Pennsylvania            39.13    59.11     1.76
Rhode Island            46.81    53.00     0.19
South Carolina          27.92    70.58     1.50
South Dakota            45.52    54.15     0.33
U. S.                   37.52    60.67     1.81
Tennessee               29.75    67.70     2.55
Texas                   33.24    66.20     0.56
Utah                    26.39    67.64     5.97
Vermont                 36.47    62.66     0.87
Virginia                30.12    67.84     2.04
Washington              38.64    56.92     4.44
West Virginia           36.39    63.61     0.00
Wisconsin               43.72    53.40     2.88
Wyoming                 30.47    69.01     0.52
Alabama                 55.73    42.61     1.66
Alaska                  35.65    57.90     6.45
Arizona                 39.80    56.37     3.83
Arkansas                64.94    34.93     0.13
California              47.57    49.35     3.08
Colorado                42.58    54.05     3.37
Connecticut             46.90    52.06     1.04
D.C.                    81.63    16.51     1.86
Delaware                51.98    46.57     1.45
Florida                 51.93    46.64     1.43
Georgia                 66.74    32.96     0.30
Hawaii                  50.59    48.06     1.35
Idaho                   37.12    59.88     3.00
Illinois                48.13    50.10     1.77
Indiana                 45.70    53.32     0.98
Iowa                    48.46    49.47     2.07
Kansas                  44.94    52.49     2.57
Kentucky                52.75    45.57     1.68
Louisiana               51.73    45.95     2.32
Maine                   48.07    48.91     3.02
Maryland                53.04    46.96     0.00
Massachusetts           56.11    40.44     3.45
Michigan                46.44    51.83     1.73
Minnesota               54.90    42.02     3.08
Mississippi             49.56    47.68     2.76
Missouri                51.10    47.47     1.43
Montana                 45.40    52.84     1.76
Nebraska                38.46    59.19     2.35
Nevada                  45.81    50.17     4.02
New Hampshire           43.47    54.75     1.78
New Jersey              47.92    50.08     2.00
New Mexico              48.28    50.75     0.97
New York                51.95    47.52     0.53
North Carolina          55.27    44.22     0.51
North Dakota            45.80    51.66     2.54
Ohio                    48.92    48.65     2.43
Oklahoma                48.75    49.96     1.29
Oregon                  47.62    47.78     4.60
Pennsylvania            50.40    47.73     1.87
Rhode Island            55.36    44.08     0.56
South Carolina          56.17    43.13     0.70
South Dakota            48.91    50.39     0.70
U. S.                   50.08    48.02     1.90
Tennessee               55.94    42.94     1.12
Texas                   51.14    47.97     0.89
Utah                    33.65    62.44     3.91
Vermont                 43.14    54.34     2.52
Virginia                47.96    49.29     2.75
Washington              46.11    50.00     3.89
West Virginia           58.07    41.93     0.00
Wisconsin               49.50    47.83     2.67
Wyoming                 39.81    59.30     0.89
Alabama                 47.45    48.75     3.80
Alaska                  26.41    54.35    19.24
Arizona                 28.24    60.61    11.15
Arkansas                47.52    48.13     4.35
California              35.91    52.69    11.40
Colorado                31.07    55.07    13.86
Connecticut             38.52    48.16    13.32
D.C.                    74.89    13.41    11.70
Delaware                44.87    47.21     7.92
Florida                 38.50    55.52     5.98
Georgia                 55.76    40.95     3.29
Hawaii                  44.80    42.90    12.30
Idaho                   25.19    66.46     8.35
Illinois                41.72    49.65     8.63
Indiana                 37.65    56.01     6.34
Iowa                    38.60    51.31    10.09
Kansas                  33.29    57.85     8.86
Kentucky                47.61    49.07     3.32
Louisiana               45.75    51.20     3.05
Maine                   42.25    45.61    12.14
Maryland                47.14    44.18     8.68
Massachusetts           41.75    41.90    16.35
Michigan                42.50    48.99     8.51
Minnesota               46.50    42.56    10.94
Mississippi             48.09    49.42     2.49
Missouri                44.35    51.16     4.49
Montana                 32.43    56.82    10.75
Nebraska                26.04    65.53     8.43
Nevada                  26.89    62.54    10.57
New Hampshire           28.35    57.74    13.91
New Jersey              38.56    51.97     9.47
New Mexico              36.78    54.97     8.25
New York                43.99    46.66     9.35
North Carolina          47.18    49.30     3.52
North Dakota            26.26    64.23     9.51
Ohio                    40.91    51.51     7.58
Oklahoma                34.97    60.50     4.53
Oregon                  38.67    48.33    13.00
Pennsylvania            42.48    49.59     7.93
Rhode Island            47.67    37.20    15.13
South Carolina          48.04    49.57     2.39
South Dakota            31.69    60.53     7.78
U. S.                   41.01    50.75     8.24
Tennessee               48.41    48.70     2.89
Texas                   41.42    55.28     3.30
Utah                    20.57    72.77     6.66
Vermont                 38.41    44.37    17.22
Virginia                40.31    53.03     6.66
Washington              37.32    49.66    13.02
West Virginia           49.81    45.30     4.89
Wisconsin               43.18    47.90     8.92
Wyoming                 27.97    62.64     9.39
Alabama                 38.28    60.54     1.18
Alaska                  29.87    66.65     3.48
Arizona                 32.54    66.42     1.04
Arkansas                38.29    60.47     1.24
California              41.27    57.51     1.22
Colorado                35.12    63.44     1.44
Connecticut             38.83    60.73     0.44
D.C.                    85.38    13.73     0.89
Delaware                39.93    59.78     0.29
Florida                 34.66    65.32     0.02
Georgia                 39.79    60.17     0.04
Hawaii                  43.82    55.10     1.08
Idaho                   26.39    72.36     1.25
Illinois                43.30    56.17     0.53
Indiana                 37.68    61.67     0.65
Iowa                    45.89    53.27     0.84
Kansas                  32.60    66.27     1.13
Kentucky                39.37    60.04     0.59
Louisiana               38.18    60.77     1.05
Maine                   38.78    60.83     0.39
Maryland                47.02    52.51     0.47
Massachusetts           48.43    51.22     0.35
Michigan                40.24    59.23     0.53
Minnesota               49.72    49.54     0.74
Mississippi             37.46    61.85     0.69
Missouri                39.98    60.02     0.00
Montana                 38.18    60.47     1.35
Nebraska                28.81    70.55     0.64
Nevada                  31.97    65.85     2.18
New Hampshire           30.95    68.66     0.39
New Jersey              39.20    60.09     0.71
New Mexico              39.23    59.70     1.07
New York                45.83    53.84     0.33
North Carolina          37.89    61.90     0.21
North Dakota            33.80    64.84     1.36
Ohio                    40.14    58.90     0.96
Oklahoma                30.67    68.61     0.72
Oregon                  43.74    55.91     0.35
Pennsylvania            45.99    53.34     0.67
Rhode Island            48.02    51.66     0.32
South Carolina          35.57    63.55     0.88
South Dakota            36.53    63.00     0.47
U. S.                   40.56    58.77     0.67
Tennessee               41.57    57.84     0.59
Texas                   36.11    63.61     0.28
Utah                    24.68    74.50     0.82
Vermont                 40.81    57.92     1.27
Virginia                37.09    62.29     0.62
Washington              42.86    55.82     1.32
West Virginia           44.60    55.11     0.29
Wisconsin               45.02    54.19     0.79
Wyoming                 28.24    70.51     1.25
Alabama                 39.86    59.17     0.97
Alaska                  36.27    59.59     4.14
Arizona                 38.74    59.95     1.31
Arkansas                42.19    56.37     1.44
California              47.56    51.13     1.31
Colorado                45.28    53.06     1.66
Connecticut             46.87    51.98     1.15
D.C.                    82.65    14.30     3.05
Delaware                43.48    55.88     0.64
Florida                 38.51    60.87     0.62
Georgia                 39.50    59.75     0.75
Hawaii                  54.27    44.75     0.98
Idaho                   36.01    62.08     1.91
Illinois                48.60    50.69     0.71
Indiana                 39.69    59.84     0.47
Iowa                    54.71    44.50     0.79
Kansas                  42.56    55.79     1.65
Kentucky                43.88    55.52     0.60
Louisiana               44.06    54.27     1.67
Maine                   43.88    55.34     0.78
Maryland                48.20    51.11     0.69
Massachusetts           53.23    45.38     1.39
Michigan                45.67    53.57     0.76
Minnesota               52.91    45.90     1.19
Mississippi             39.07    59.89     1.04
Missouri                47.85    51.83     0.32
Montana                 46.20    52.07     1.73
Nebraska                39.20    60.15     0.65
Nevada                  37.92    58.86     3.22
New Hampshire           36.33    62.49     1.18
New Jersey              42.60    56.24     1.16
New Mexico              46.90    51.86     1.24
New York                51.62    47.52     0.86
North Carolina          41.71    57.97     0.32
North Dakota            42.97    56.03     1.00
Ohio                    44.15    55.00     0.85
Oklahoma                41.28    57.93     0.79
Oregon                  51.28    46.61     2.11
Pennsylvania            48.39    50.70     0.91
Rhode Island            55.64    43.93     0.43
South Carolina          37.58    61.50     0.92
South Dakota            46.51    52.85     0.64
U. S.                   45.65    53.37     0.98
Tennessee               41.55    57.89     0.56
Texas                   43.35    55.95     0.70
Utah                    32.05    66.22     1.73
Vermont                 47.58    51.10     1.32
Virginia                39.23    59.74     1.03
Washington              50.05    48.46     1.49
West Virginia           52.20    47.46     0.34
Wisconsin               51.41    47.80     0.79
Wyoming                 38.01    60.53     1.46
Alabama                 40.88    47.65    11.47
Alaska                  30.29    39.46    30.25
Arizona                 36.52    38.47    25.01
Arkansas                53.21    35.48    11.31
California              46.01    32.61    21.38
Colorado                40.13    35.87    24.00
Connecticut             42.21    35.78    22.01
D.C.                    84.64     9.10     6.26
Delaware                43.52    35.78    20.70
Florida                 39.00    40.89    20.11
Georgia                 43.47    42.88    13.65
Hawaii                  48.09    36.70    15.21
Idaho                   28.42    42.03    29.55
Illinois                48.58    34.34    17.08
Indiana                 36.79    42.91    20.30
Iowa                    43.29    37.27    19.44
Kansas                  33.74    38.88    27.38
Kentucky                44.55    41.34    14.11
Louisiana               45.58    40.97    13.45
Maine                   38.77    30.39    30.84
Maryland                49.80    35.62    14.58
